timer	pos	dir	vel	steering	steering_input	brake	brake_input	throttle	throttle_input	wheelspeed	vel_kmh	is_oob	oob_counter	max_oob_percentage	oob_distance	oob_percentage
0	(12.509831428527832, 178.01234436035156, -28)	(0.9999878406524658, 0.004930654540657997, 0)	(0, 0, 0)	0	None	0	None	0	None	0	0	False	0	0	1.9966025730621997	0.02569594587847779
0.06675000116229057	(12.509662628173828, 178.01243591308594, -27.993261337280273)	(0.9999865293502808, 0.005001879762858152, -0.001391201396472752)	(0.012412660755217075, -0.00348160183057189, 0.1366340070962906)	-11.42555082493751	0.02748435206575331	0	0	0.17674229216439724	0.17674229216439724	0.00920125381090037	0	False	0	0	1.9965106874049565	0.02580465190025205
0.15000000223517418	(12.517465591430664, 178.01226806640625, -27.980531692504883)	(0.9999855160713196, 0.004877692554146051, -0.002295436104759574)	(0.19840160012245178, 0.007907576858997345, 0.20137996971607208)	-18.467453576298418	0.03699214545238521	0	0	0.3333044078874259	0.3333044078874259	0.15878998084149198	1	False	0	0	1.9966939316867027	0.02416832541659819
0.23325000330805779	(12.543187141418457, 178.01419067382812, -27.957284927368164)	(0.9999836087226868, 0.005724397022277117, -0.00010636192018864676)	(0.22804921865463257, 0.009663739241659641, 0.4137631058692932)	-18.484669852074276	0.0365863615589496	0	0	0.4569079100779109	0.4569079100779109	0.2422526026917748	2	False	0	0	1.9948220854684333	0.01861206212763078
0.31675000488758087	(12.55484390258789, 178.0139617919922, -27.931413650512695)	(0.9999787211418152, 0.0063684615306556225, -0.0014008997241035104)	(0.12146928906440735, -0.0038984473794698715, 0.17659501731395721)	-19.082549252059145	0.03755725242387286	0	0	0.7306051872619916	0.7306051872619916	0.15515082365713856	1	False	0	0	1.9950739696556599	0.01622443215450442
0.4000000059604645	(12.567235946655273, 178.0138702392578, -27.915002822875977)	(0.9999825358390808, 0.005654888693243265, -0.0016820571618154645)	(0.18414291739463806, -0.006122539285570383, 0.20694322884082794)	-18.60486411528867	0.03607433315265796	0	0	0.9548987046091704	0.9548987046091704	0.2225434296062622	1	False	0	0	1.9951899759746294	0.01353604266840025
0.4832500070333481	(12.586813926696777, 178.01353454589844, -27.898386001586914)	(0.9999855160713196, 0.00536102382466197, -0.0005636069108732045)	(0.277995228767395, -0.003929716534912586, 0.22254441678524017)	-17.907627957305905	0.034973645240458304	0	0	1	1	0.3455273571163584	1	False	0	0	1.995564302765171	0.009267783060623702
0.5667500086128712	(12.612446784973145, 178.01327514648438, -27.877866744995117)	(0.9999851584434509, 0.005452811252325773, 0.0001230713678523898)	(0.32819509506225586, -0.0020342711359262466, 0.2563583552837372)	-17.872241448965294	0.03506561559368325	0	0	1	1	0.3998674010346106	1	False	0	0	1.995874284115139	0.003753200840445281
0.6500000096857548	(12.640889167785645, 178.01319885253906, -27.85523796081543)	(0.9999868273735046, 0.005124605260789394, -0.00025512042338959873)	(0.3667251169681549, -0.0009580985060892999, 0.27907636761665344)	-17.824752748790157	0.03490624142519348	0	0	1	1	0.47500703068753364	2	False	0	0	1.9960067045105871	0.0
0.7332500107586384	(12.676482200622559, 178.0128631591797, -27.831939697265625)	(0.9999885559082031, 0.004762405063956976, 0.0004764071200042963)	(0.5065396428108215, -0.007493664510548115, 0.27764859795570374)	-17.71389644071256	0.03469561761559182	0	0	1	1	0.5927413349616375	2	False	0	0	1.9964126345056517	0.0
